1985,5,29,0.6,19.28,13.16
1985,5,30,0.28,20.6,12.06
1985,5,31,0.07,20.68,11.07
1985,6,1,0.17,20.56,12.89
1985,6,2,7.01,21.28,13.12
1985,6,3,37.48,15.02,10.55
1985,6,4,0.41,15.76,6.27
1985,6,5,0.6,13.34,3.22
1985,6,6,0.29,10.81,1.69
1985,6,7,0.17,17.38,3.95
1985,6,8,0.16,15.83,5.69
1985,6,9,0.25,18.71,8.15
1985,6,10,1.26,18.78,8.99
1985,6,11,0.03,20.37,7.66
1985,6,12,0.02,19.54,5.15
1985,6,13,0,17.48,3.39
1985,6,14,0,18.23,2.9
1985,6,15,0.03,18.29,5.74
1985,6,16,0.01,19.35,7.03
1985,6,17,0,18.38,5.76
1985,6,18,0,17.66,7.67
1985,6,19,0,19.33,9.55
1985,6,20,0,17.38,5
1985,6,21,0,12.94,3.23
1985,6,22,0,15.43,2.25
1985,6,23,0,13.54,-1.72
1985,6,24,0,15.95,-1.99
1985,6,25,0.01,16.79,-0.13
1985,6,26,0,15.65,4.1
1985,6,27,0,17.4,2.4
1985,6,28,0,18.31,2.06
1985,6,29,0,18.26,4.69
1985,6,30,0,18.37,2.99
1985,7,1,0.11,18.44,5.04
1985,7,2,0.69,17.73,5.84
1985,7,3,0.75,18.02,9.63
1985,7,4,0.18,17.99,7.42
1985,7,5,0.09,18.15,4.97
1985,7,6,0.34,16.83,8.15
1985,7,7,3.16,17.53,8.81
1985,7,8,31.13,15.51,10.32
1985,7,9,13.45,15.11,8.58
1985,7,10,1.42,18.28,8.11
1985,7,11,0.46,18.32,6.77
1985,7,12,0.17,18.27,7.31
1985,7,13,0,15.93,3.23
1985,7,14,0,16.61,0.66
1985,7,15,0,19.54,4.8
1985,7,16,0,17.97,3.7
1985,7,17,0.05,14.24,-0.72
1985,7,18,0.13,10.87,-0.51
1985,7,19,0.01,16.92,2.12
1985,7,20,0,17.48,4.76
1985,7,21,0,18.91,3.19
1985,7,22,0,20.21,4.59
1985,7,23,0.01,19.59,5.24
1985,7,24,0.01,15.82,3.3
1985,7,25,0.01,16.76,3.47
1985,7,26,0,18.64,4.3
1985,7,27,0,19.36,4.11
1985,7,28,0,19.8,3.45
1985,7,29,0,22.71,4.76
1985,7,30,0,18.53,4.98
1985,7,31,0.01,13.84,1.01
1985,8,1,0.05,16.5,-1.65
1985,8,2,0.05,15.29,3.18
1985,8,3,0,16.63,2.8
1985,8,4,0.01,18.12,4.59
1985,8,5,0.07,19.87,7.86
1985,8,6,0.1,21.51,8.65
1985,8,7,1.66,16.4,6.35
1985,8,8,0.05,17.75,4.24
1985,8,9,0,18.66,2.81
1985,8,10,0.09,20.13,4.2
1985,8,11,0,19.79,4.62
1985,8,12,0.03,19.35,3.87
1985,8,13,4.09,16.78,6.01
1985,8,14,0.56,18.38,7.07
1985,8,15,0.33,17.45,6.19
1985,8,16,3.21,18.88,8.28
1985,8,17,3.43,20.86,10.04
1985,8,18,2.81,19.39,6.15
1985,8,19,0,18.55,3.23
1985,8,20,0.02,18.16,3.28
1985,8,21,0.07,18.19,5.74
1985,8,22,1.05,18.92,7.29
1985,8,23,9.82,18.32,7.21
1985,8,24,0.01,20.09,4.57
1985,8,25,0.1,22.38,6.25
1985,8,26,0.09,25.98,8.42
1985,8,27,0,24.82,3.99
1985,8,28,0,24.73,5.66
1985,8,29,1.44,25.09,9.45
1985,8,30,10.94,19.93,12.2
1985,8,31,11.05,18.02,11.29
1985,9,1,4.84,22.52,10.94
1985,9,2,0.36,12.76,4.89
1985,9,3,0,16.45,1.85
1985,9,4,0.01,18.9,2.41
1985,9,5,0.14,18.57,4.81
1985,9,6,0.08,19.1,5.82
1985,9,7,0.02,19.74,5.92
1985,9,8,0.04,19.44,6.53
1985,9,9,0.35,19.46,6.96
1985,9,10,0.91,21.99,9.15
1985,9,11,4.58,20.06,7.64
1985,9,12,0.04,23.72,5.54
1985,9,13,0.27,24.08,9.5
1985,9,14,0.25,20.58,8.31
1985,9,15,0,23.24,6.67
1985,9,16,0,25.98,6.93
1985,9,17,0.04,29.58,11.48
1985,9,18,0.16,28.8,11.97
1985,9,19,6.53,27.3,11.84
1985,9,20,7.85,18.73,11.02
1985,9,21,2.84,21.06,7.69
1985,9,22,0.03,23.26,5.24
1985,9,23,0.23,26.01,8.59
1985,9,24,0.05,27.88,9.38
1985,9,25,0.24,27.4,11.12
1985,9,26,0,25.26,8.28
1985,9,27,0,22.15,8.57
1985,9,28,0.2,21.61,5.17
1985,9,29,0.06,21.31,5.33
1985,9,30,0.02,22.41,6.38
1985,10,1,0.03,23.07,8.95
1985,10,2,0,26.12,8.52
1985,10,3,0.02,25.73,9.63
1985,10,4,0,25.06,7.94
1985,10,5,0,24.11,9.31
1985,10,6,0.03,25.17,10.13
1985,10,7,0.04,24.7,8.58
1985,10,8,0.14,24.63,11.2
1985,10,9,3,22.17,10.99
1985,10,10,2.29,23.18,11.79
1985,10,11,0.71,25.28,12.2
1985,10,12,9.09,25.39,12.98
1985,10,13,16.08,25.25,12.67
1985,10,14,3.52,24.47,9.35
1985,10,15,1.83,24.8,11.46
1985,10,16,1.73,27.96,15.27
1985,10,17,0.92,27.95,16.36
1985,10,18,0.03,29.25,15.71
1985,10,19,4.88,27.48,12.71
1985,10,20,0,24.29,9.31
1985,10,21,0.19,25.07,6.33
1985,10,22,8.47,28.16,9.85
1985,10,23,19.49,25.95,14.13
1985,10,24,0,21.7,7.52
1985,10,25,0.03,24.38,8.42
1985,10,26,6.22,21.63,11.01
1985,10,27,5.21,18.04,10.48
1985,10,28,0.53,22.21,8.69
1985,10,29,0.09,23.93,8.57
1985,10,30,0.49,29.08,10.41
1985,10,31,0.81,25.16,14.17
1985,11,1,0.03,24.33,12.17
1985,11,2,0.06,23.84,11.64
1985,11,3,0,24.2,11.82
1985,11,4,0.1,23.09,12.88
1985,11,5,0.47,25.63,13.94
1985,11,6,1.25,24.32,14.76
1985,11,7,7.5,26.28,15.92
1985,11,8,9.1,27.66,17.32
1985,11,9,1.46,31.09,17.26
1985,11,10,0.25,33.3,17.87
1985,11,11,0.05,28.98,16.82
1985,11,12,0,30.19,15.52
1985,11,13,0.33,27.27,14.43
1985,11,14,1.7,25.42,15.39
1985,11,15,0.69,29.79,15.83
1985,11,16,0.07,33.51,16.54
1985,11,17,0.02,37.04,18.27
1985,11,18,0.03,31.47,13.66
1985,11,19,3.77,23.92,13.13
1985,11,20,0.13,27.2,11.59
1985,11,21,5.2,24.22,15.02
1985,11,22,1.8,28.83,14.39
1985,11,23,0.01,28.7,10.84
1985,11,24,0.79,24.98,14.02
1985,11,25,3.2,29.43,13.8
1985,11,26,3.08,26.46,17.09
1985,11,27,0.08,31.38,14.4
1985,11,28,0.01,31.76,13.85
1985,11,29,0.02,32.39,14.87
1985,11,30,1.77,31.17,15.68
1985,12,1,10.23,31.47,16.42
1985,12,2,8.99,24.58,14.46
1985,12,3,1.71,28.46,13.78
1985,12,4,2.29,24.13,13.79
1985,12,5,1.37,31.57,14.75
1985,12,6,0.15,30.74,17.89
1985,12,7,0.11,28.86,19.01
1985,12,8,7.1,29.7,18.52
1985,12,9,21,25.38,19.43
1985,12,10,4.55,30.08,16.35
1985,12,11,0.01,31.31,13.8
1985,12,12,0.03,32.03,15.35
1985,12,13,0.59,33.75,15.63
1985,12,14,5.04,32.32,18.19
1985,12,15,3.64,32.42,17.64
1985,12,16,11.98,30.84,18.14
1985,12,17,7.47,30.62,18.69
1985,12,18,1.34,33.28,15.9
1985,12,19,0,34.47,15.35
1985,12,20,0.29,38.14,17.03
1985,12,21,1.1,39.67,20.26
1985,12,22,17.26,30.49,16.59
1985,12,23,0.01,32.05,14.81
1985,12,24,0,30.13,13.15
1985,12,25,0.01,31.57,12.57
1985,12,26,2.75,34,18.19
1985,12,27,5.66,32.72,20.99
1985,12,28,1.5,34.08,17.25
1985,12,29,0.26,32.89,17.12
1985,12,30,0.32,33.38,18.3
1985,12,31,0.42,32.19,17.6
1986,1,1,2.43,34.89,20.47
1986,1,2,0.52,34.05,18.27
1986,1,3,0.61,33.58,14.99
1986,1,4,0.65,30.91,17.53
1986,1,5,1.67,30.07,17.01
1986,1,6,5.41,30,17.39
1986,1,7,0.01,32.41,15.11
1986,1,8,0.04,33.88,15.52
1986,1,9,11.67,28.34,18.83
1986,1,10,3.48,24.99,17.91
1986,1,11,0.15,33.86,15.71
1986,1,12,0.76,35.63,17.78
1986,1,13,0.82,35.42,20.29
1986,1,14,0.57,34.1,19.81
1986,1,15,0.14,34.09,18.79
1986,1,16,0.03,34.15,18.3
1986,1,17,4.53,32.54,18.88
1986,1,18,0.41,29.32,17.09
1986,1,19,0.04,34.38,18.31
1986,1,20,0.15,33.64,18.94
1986,1,21,0,32.34,16.79
1986,1,22,0.03,33.35,17.73
1986,1,23,0.96,28.01,16.88
1986,1,24,9.16,28.99,15.93
1986,1,25,9.27,22.66,14.91
1986,1,26,0.54,27.78,13.44
1986,1,27,0.15,31.52,13.58
1986,1,28,0.01,30.38,14.4
1986,1,29,0.1,28.14,15.4
1986,1,30,0.04,29.36,14.1
1986,1,31,0,32.29,14.01
1986,2,1,0,34.31,14.29
1986,2,2,0.02,30.04,17.24
1986,2,3,0.07,34.16,18.19
1986,2,4,4.1,30.46,19.3
1986,2,5,5.15,30.72,18.57
1986,2,6,4.02,34.1,19.25
1986,2,7,12.98,31.65,19.3
1986,2,8,1.8,30.81,17.84
1986,2,9,0.17,35.3,16.86
1986,2,10,9.84,35.13,18.28
1986,2,11,1.51,30.09,17.7
1986,2,12,14.03,29.22,19.19
1986,2,13,5.56,29.26,18.35
1986,2,14,1,29.62,16.69
1986,2,15,0,30.77,15.24
1986,2,16,0.01,28.88,13.9
1986,2,17,0,30.06,13.34
1986,2,18,0,32.84,13.79
1986,2,19,0.28,33.01,18.16
1986,2,20,0.18,34.83,16.62
1986,2,21,10.93,32.02,19.17
1986,2,22,5.99,32.74,17.68
1986,2,23,5.19,31.92,18.36
1986,2,24,19.64,24.1,15.25
1986,2,25,0.81,27.98,14.78
1986,2,26,0.45,31.63,16.97
1986,2,27,0.04,29.19,17.19
1986,2,28,0,28.91,15.25
1986,3,1,0.05,30.61,14.35
1986,3,2,0,31.03,14.29
1986,3,3,0.01,30.98,14.92
1986,3,4,0.04,30.28,15.66
1986,3,5,0.46,29.2,14.67
1986,3,6,0.38,28.92,15.76
1986,3,7,0.06,29.43,15.78
1986,3,8,0.2,32.06,15.45
1986,3,9,3.24,33.61,16.84
1986,3,10,0.07,28.83,12.14
1986,3,11,0.06,28.28,10.93
1986,3,12,0,28.64,11.93
1986,3,13,0,29.6,13.3
1986,3,14,0,31.09,15.34
1986,3,15,0.05,33.38,16.02
1986,3,16,0.05,34.72,15.68
1986,3,17,0.02,30.73,17.07
1986,3,18,0.03,28.88,16.49
1986,3,19,0.03,27.98,15.6
1986,3,20,0.1,29.66,14.94
1986,3,21,0.08,29.49,16.59
1986,3,22,0.71,27.96,16.14
1986,3,23,0.37,27.97,15.32
1986,3,24,0.23,27.73,13.63
1986,3,25,0.47,26.84,14.85
1986,3,26,0.32,25.7,15.19
1986,3,27,0.98,31.15,15.61
1986,3,28,0.44,31.35,16.71
1986,3,29,0.5,28.53,17.16
1986,3,30,1.01,27.76,16.74
1986,3,31,0.73,27.1,15.8
1986,4,1,0.2,28.4,14.84
1986,4,2,0.07,29.24,13.54
1986,4,3,0.08,32.19,14.19
1986,4,4,0,32.27,13.23
1986,4,5,0,32.98,13.67
1986,4,6,0,28.36,14.72
1986,4,7,0,27.71,13.14
1986,4,8,0.08,27.72,13.36
1986,4,9,0.1,28.77,13.55
1986,4,10,0.09,27,12.34
1986,4,11,0.22,27.61,13.84
1986,4,12,0.02,27.87,12.9
1986,4,13,0.16,26.92,14.02
1986,4,14,0.51,23.37,14.23
1986,4,15,0.56,25.03,12.7
1986,4,16,0.33,25.85,14.5
1986,4,17,0.38,26.51,14.51
1986,4,18,1.36,28.39,14.2
1986,4,19,0.13,29.43,14.04
1986,4,20,0.07,28.79,13.02
1986,4,21,0.01,28.13,15.62
1986,4,22,0,27.84,14.31
1986,4,23,0.01,30.95,14.67
1986,4,24,0.01,30.68,16.66
1986,4,25,0,32.2,17.15
1986,4,26,0,31.71,15.5
1986,4,27,0,30.8,14.02
1986,4,28,0.48,29.63,16.8
1986,4,29,0.71,25.17,16.35
1986,4,30,4.69,20.1,12.45
1986,5,1,21.26,16.85,11.95
1986,5,2,10.75,19.63,13.97
1986,5,3,0.65,22.48,13.31
1986,5,4,1.2,20.49,14.67
1986,5,5,0.69,21.09,13.15
1986,5,6,0.94,23.7,12.21
1986,5,7,2.2,25.12,14.59
1986,5,8,7.1,23.55,15.85
1986,5,9,2.94,23.71,14.14
1986,5,10,14.9,19.54,13.31
1986,5,11,11.62,20.87,11.23
1986,5,12,0.02,22.86,7.18
1986,5,13,0.02,23.28,10.44
1986,5,14,0.28,24.69,12.84
1986,5,15,0,22.03,12.89
1986,5,16,0.02,23.36,11.86
1986,5,17,0,24.31,10.76
1986,5,18,0.76,25.56,12.81
1986,5,19,0.09,21.08,8.46
1986,5,20,0.01,18.5,5.19
1986,5,21,0,20.86,3.81
1986,5,22,0.02,22,5.48
1986,5,23,0,23.3,8.16
1986,5,24,0.01,23.72,11.11
1986,5,25,0,21.02,7.87
1986,5,26,0,21.66,7.03
1986,5,27,0.09,21.64,7.77
1986,5,28,0.83,20.17,11.32
1986,5,29,0.38,22.08,10.12
1986,5,30,0.04,20.47,8.84
1986,5,31,0.03,20.24,7.42
1986,6,1,0.11,19.58,8.02
1986,6,2,0.25,18.81,9.48
1986,6,3,0.48,20.28,8.94
1986,6,4,0.33,20.32,7.5
1986,6,5,0.01,20.02,6.84
1986,6,6,0.02,20.98,8.54
1986,6,7,0.01,22.29,10.7
1986,6,8,0,22.39,8.51
1986,6,9,0,20.6,4.37
1986,6,10,0.01,19.45,3.13
1986,6,11,0.01,19.17,6.09
1986,6,12,0.2,20.86,10.58
1986,6,13,0.17,20.97,11.55
1986,6,14,0.07,21.87,11.22
1986,6,15,0.04,16.28,11.13
1986,6,16,0,21.61,9.55
1986,6,17,0.01,21.41,7.02
1986,6,18,0,18.75,8.78
1986,6,19,0,17.51,4.93
1986,6,20,0,12.7,4.57
1986,6,21,0,14.69,1.47
1986,6,22,0.02,14.57,-1.58
1986,6,23,0,14.69,-1.01
1986,6,24,0,13.86,-1.63
1986,6,25,0,16.37,0.45
1986,6,26,0,13.5,1.54
1986,6,27,0,16.43,-0.6
1986,6,28,0,18.51,2.92
1986,6,29,0,18.76,4.78
1986,6,30,0,18.8,3.33
1986,7,1,0.06,19.06,4.71
1986,7,2,0.56,17.2,8.94
1986,7,3,5.69,17.36,11.28
1986,7,4,4.07,21.26,12.68
1986,7,5,4.39,19.18,6.66
1986,7,6,0,18.1,2.38
1986,7,7,0.06,19.81,5.11
1986,7,8,1.2,20.76,9.71
1986,7,9,0.02,11.98,3.19
1986,7,10,0,12.29,0.07
1986,7,11,0,16.98,-1.57
1986,7,12,0.01,16.5,2.46
1986,7,13,0.07,19.84,5.04
1986,7,14,1.06,16.17,8.41
1986,7,15,1.14,19.13,10.93
1986,7,16,1.16,22.93,11.46
1986,7,17,4.56,22.04,11.51
1986,7,18,0.02,18.61,5.44
1986,7,19,0.08,18.76,2.34
1986,7,20,0.02,19.31,4.19
1986,7,21,0,19.32,3.4
1986,7,22,0,19.26,6.12
1986,7,23,0.03,21.71,7.04
1986,7,24,0.01,23.7,10.92
1986,7,25,1.81,17.85,7.5
1986,7,26,0.05,14.85,-0.11
1986,7,27,14.87,15.28,7.42
1986,7,28,3.93,13.73,5.7
1986,7,29,0,17.22,1.92
1986,7,30,0,19.06,2.66
1986,7,31,0.01,19.86,3.22
1986,8,1,0.14,20.99,2.69
1986,8,2,0,21.46,4.25
1986,8,3,0.64,18.91,8.45
1986,8,4,2.95,19.06,7.04
1986,8,5,0.06,14.09,1.59
1986,8,6,1.45,12.36,5.33
1986,8,7,0.32,17.41,6.88
